0.0 26106.132253838805 24297.087115563125 0.0 8698.123528568842 25552.878207372578 12679.447753259828 17101.923807425625 23762.17098398431 15464.524898645868 
26039.923253838806 0.0 5424.979778634907 0.0 20456.684877538388 12875.243556342131 15293.717102229375 11028.641521630336 7934.551647056094 17048.502561717647 
23500.55024053024 12698.7865894998 0.0 0.0 17917.311864229818 17793.715543033573 12754.34408892081 9824.537143086603 9754.696940067033 15706.731234306852 
12569.328852616776 16198.638201586318 14389.593063310625 0.0 4408.244313418913 15124.254155120092 3678.9077010073256 7943.994755173131 13854.676931731814 13122.36884639337 
8739.54352856884 17986.573714640956 16177.528576365268 0.0 0.0 16051.679668174731 4089.582214061968 8892.761268227772 15642.612444786457 14344.54935944801 
25479.01291729302 12968.919266262566 14176.23212798687 0.0 16048.111378095162 0.0 14447.24676568358 9249.763819849373 14188.890996408061 22012.75891106962 
12966.749521091275 15864.351870060817 14055.306731785124 0.0 4202.65998189341 14176.926823594587 0.0 6554.820423647627 13520.390600206312 12656.856514867866 
17144.493807425628 11044.093521630337 10917.333018119487 0.0 8987.907268227771 9259.230109928945 6302.959655816184 0.0 9205.683506962405 13780.458801202223 
22685.70860440605 8177.601647056094 3169.384194678175 0.0 18247.206607683886 14170.02928648763 13084.238832374875 9177.254506962401 0.0 8684.614598182648 
18601.778175102994 17848.632838174777 14301.475385796855 0.0 17019.263635905125 24336.302477606307 14853.561023493547 16292.33707765935 11028.196874639772 0.0 
